latitude,longitude,probability,risk_level,elevation,temp_C,rain_7d_mm
26.35,88.04999999999954,0.1003,LOW,62.0,25.8,79.2
26.35,88.09999999999954,0.1003,LOW,67.0,25.8,79.2
26.35,88.19999999999953,0.1061,LOW,71.0,25.6,82.3
26.450000000000003,88.14999999999954,0.1073,LOW,75.0,25.8,51.0
26.500000000000004,85.04999999999971,0.095,LOW,67.0,29.0,25.2
26.500000000000004,85.2499999999997,0.0898,LOW,69.0,28.5,34.7
26.500000000000004,85.2999999999997,0.0899,LOW,69.0,28.5,34.7
26.500000000000004,85.64999999999968,0.1014,LOW,61.0,28.3,45.2
26.500000000000004,85.94999999999966,0.0982,LOW,63.0,27.8,40.3
26.500000000000004,86.09999999999965,0.0907,LOW,64.0,27.8,40.3
26.500000000000004,86.14999999999965,0.0998,LOW,67.0,27.6,41.4
26.500000000000004,86.24999999999964,0.1039,LOW,73.0,27.6,41.4
26.500000000000004,86.64999999999962,0.0961,LOW,73.0,27.1,45.0
26.500000000000004,86.69999999999962,0.1035,LOW,78.0,27.1,45.0
26.500000000000004,86.74999999999962,0.1146,LOW,74.0,27.1,45.0
26.500000000000004,87.0499999999996,0.0803,LOW,79.0,26.6,62.8
26.500000000000004,87.24999999999959,0.097,LOW,80.0,26.2,71.8
26.500000000000004,87.29999999999959,0.111,LOW,75.0,26.2,71.8
26.500000000000004,87.54999999999957,0.0896,LOW,81.0,26.1,52.9
26.500000000000004,87.94999999999955,0.0955,LOW,82.0,25.9,60.6
26.500000000000004,87.99999999999955,0.0981,LOW,118.0,25.9,60.6
26.500000000000004,88.04999999999954,0.0974,LOW,98.0,25.9,60.6
26.500000000000004,88.19999999999953,0.1075,LOW,74.0,25.8,51.0
26.550000000000004,84.59999999999974,0.0877,LOW,71.0,29.5,34.6
26.550000000000004,84.89999999999972,0.0968,LOW,70.0,29.0,25.2
26.550000000000004,85.3499999999997,0.086,LOW,71.0,28.5,34.7
26.550000000000004,85.74999999999967,0.0887,LOW,60.0,28.3,45.2
26.550000000000004,85.84999999999967,0.0971,LOW,60.0,28.3,45.2
26.550000000000004,86.04999999999966,0.0911,LOW,70.0,27.8,40.3
26.550000000000004,86.09999999999965,0.1036,LOW,69.0,27.8,40.3
26.550000000000004,86.34999999999964,0.0997,LOW,81.0,27.6,41.4
26.550000000000004,87.39999999999958,0.1014,LOW,92.0,26.1,52.9
26.550000000000004,87.54999999999957,0.1028,LOW,89.0,26.1,52.9
26.550000000000004,87.59999999999957,0.1095,LOW,94.0,26.1,52.9
26.550000000000004,87.99999999999955,0.1146,LOW,99.0,25.9,60.6
26.550000000000004,88.04999999999954,0.1113,LOW,89.0,25.9,60.6
26.550000000000004,88.19999999999953,0.0987,LOW,89.0,25.8,51.0
26.600000000000005,84.44999999999975,0.0995,LOW,73.0,29.5,34.6
26.600000000000005,84.89999999999972,0.0952,LOW,68.0,29.0,25.2
26.600000000000005,84.94999999999972,0.1112,LOW,68.0,29.0,25.2
26.600000000000005,85.1999999999997,0.0888,LOW,70.0,28.5,34.7
26.600000000000005,85.64999999999968,0.0843,LOW,64.0,28.3,45.2
26.600000000000005,85.74999999999967,0.0868,LOW,67.0,28.3,45.2
26.600000000000005,85.79999999999967,0.0973,LOW,67.0,28.3,45.2
26.600000000000005,85.89999999999966,0.0988,LOW,64.0,27.8,40.3
26.600000000000005,86.09999999999965,0.0896,LOW,75.0,27.8,40.3
26.600000000000005,86.14999999999965,0.1207,LOW,70.0,27.6,41.4
26.600000000000005,86.79999999999961,0.1019,LOW,104.0,27.1,45.0
26.600000000000005,86.84999999999961,0.1014,LOW,99.0,27.1,45.0
26.600000000000005,87.19999999999959,0.0979,LOW,91.0,26.2,71.8
26.600000000000005,87.39999999999958,0.1031,LOW,100.0,26.1,52.9
26.600000000000005,87.54999999999957,0.1202,LOW,104.0,26.1,52.9
26.600000000000005,87.89999999999955,0.0922,LOW,103.0,25.9,60.6
26.600000000000005,88.04999999999954,0.1172,LOW,109.0,25.9,60.6
26.600000000000005,88.19999999999953,0.0946,LOW,110.0,25.8,51.0
26.65000000000001,85.3999999999997,0.0972,LOW,71.0,28.1,53.7
26.65000000000001,85.54999999999968,0.0937,LOW,71.0,28.1,53.7
26.65000000000001,85.89999999999966,0.1006,LOW,69.0,27.9,51.5
26.65000000000001,86.64999999999962,0.1049,LOW,134.0,26.8,47.6
26.65000000000001,86.74999999999962,0.0983,LOW,176.0,26.8,47.6
26.65000000000001,86.84999999999961,0.0948,LOW,146.0,26.8,47.6
26.65000000000001,86.89999999999961,0.1028,LOW,107.0,26.5,56.2
26.65000000000001,87.34999999999958,0.1125,LOW,125.0,26.1,46.7
26.65000000000001,87.39999999999958,0.1208,LOW,125.0,26.1,46.7
26.65000000000001,87.49999999999957,0.0973,LOW,144.0,26.1,46.7
26.65000000000001,87.59999999999957,0.1226,LOW,123.0,26.1,46.7
26.65000000000001,87.79999999999956,0.1064,LOW,141.0,25.8,41.8
26.65000000000001,88.04999999999954,0.1145,LOW,139.0,25.5,49.3
26.65000000000001,88.09999999999954,0.1163,LOW,121.0,25.5,49.3
26.700000000000006,84.39999999999975,0.0945,LOW,75.0,29.2,37.5
26.700000000000006,84.49999999999974,0.0941,LOW,78.0,29.2,37.5
26.700000000000006,84.54999999999974,0.0904,LOW,79.0,29.2,37.5
26.700000000000006,85.3999999999997,0.1011,LOW,72.0,28.1,53.7
26.700000000000006,85.59999999999968,0.0966,LOW,68.0,28.1,53.7
26.700000000000006,85.74999999999967,0.0923,LOW,74.0,27.9,62.4
26.700000000000006,85.79999999999967,0.0858,LOW,73.0,27.9,62.4
26.700000000000006,85.84999999999967,0.0852,LOW,73.0,27.9,62.4
26.700000000000006,85.99999999999966,0.0989,LOW,78.0,27.9,51.5
26.700000000000006,86.04999999999966,0.0947,LOW,78.0,27.9,51.5
26.700000000000006,86.09999999999965,0.1053,LOW,82.0,27.9,51.5
26.700000000000006,86.59999999999962,0.1084,LOW,316.0,26.4,47.6
26.700000000000006,86.64999999999962,0.0975,LOW,274.0,26.8,47.6
26.700000000000006,86.69999999999962,0.0883,LOW,267.0,26.8,47.6
26.700000000000006,86.74999999999962,0.0891,LOW,239.0,26.8,47.6
26.700000000000006,86.79999999999961,0.0917,LOW,209.0,26.8,47.6
26.700000000000006,86.84999999999961,0.09,LOW,233.0,26.8,47.6
26.700000000000006,86.89999999999961,0.0926,LOW,159.0,26.5,56.2
26.700000000000006,86.9999999999996,0.0944,LOW,92.0,26.5,56.2
26.700000000000006,87.29999999999959,0.0969,LOW,137.0,26.1,46.7
26.700000000000006,87.34999999999958,0.0932,LOW,166.0,26.1,46.7
26.700000000000006,87.39999999999958,0.0937,LOW,180.0,26.1,46.7
26.700000000000006,87.44999999999958,0.0927,LOW,191.0,26.1,46.7
26.700000000000006,87.49999999999957,0.0908,LOW,215.0,26.1,46.7
26.700000000000006,87.54999999999957,0.0926,LOW,202.0,26.1,46.7
26.700000000000006,87.59999999999957,0.0893,LOW,161.0,26.1,46.7
26.700000000000006,87.79999999999956,0.0943,LOW,255.0,25.8,41.8
26.700000000000006,87.84999999999955,0.0916,LOW,251.0,25.8,41.8
26.700000000000006,87.89999999999955,0.0997,LOW,379.0,25.5,49.3
26.700000000000006,88.04999999999954,0.0926,LOW,169.0,25.5,49.3
26.700000000000006,88.09999999999954,0.1128,LOW,170.0,25.5,49.3
26.700000000000006,88.14999999999954,0.1059,LOW,174.0,25.4,46.5
26.750000000000007,83.84999999999978,0.1106,LOW,83.0,29.8,15.2
26.750000000000007,84.39999999999975,0.0967,LOW,78.0,29.2,37.5
26.750000000000007,85.44999999999969,0.0984,LOW,78.0,28.1,53.7
26.750000000000007,85.64999999999968,0.0939,LOW,78.0,27.9,62.4
26.750000000000007,85.84999999999967,0.0964,LOW,84.0,27.9,62.4
26.750000000000007,86.14999999999965,0.1016,LOW,87.0,27.5,54.3
26.750000000000007,86.24999999999964,0.0974,LOW,107.0,27.5,54.3
26.750000000000007,86.39999999999964,0.1032,LOW,131.0,26.4,47.6
26.750000000000007,86.49999999999963,0.1054,LOW,129.0,26.4,47.6
26.750000000000007,86.59999999999962,0.1027,LOW,181.0,26.4,47.6
26.750000000000007,86.64999999999962,0.0965,LOW,245.0,26.8,47.6
26.750000000000007,86.69999999999962,0.094,LOW,196.0,26.8,47.6
26.750000000000007,86.74999999999962,0.0945,LOW,176.0,26.8,47.6
26.750000000000007,86.79999999999961,0.0951,LOW,173.0,26.8,47.6
26.750000000000007,86.84999999999961,0.096,LOW,160.0,26.8,47.6
26.750000000000007,86.89999999999961,0.0964,LOW,140.0,26.5,56.2
26.750000000000007,86.9499999999996,0.1106,LOW,114.0,26.5,56.2
26.750000000000007,86.9999999999996,0.1166,LOW,119.0,26.5,56.2
26.750000000000007,87.0999999999996,0.1315,LOW,96.0,26.5,56.2
26.750000000000007,87.24999999999959,0.0947,LOW,179.0,26.1,46.7
26.750000000000007,87.29999999999959,0.0914,LOW,217.0,26.1,46.7
26.750000000000007,87.34999999999958,0.0898,LOW,230.0,26.1,46.7
26.750000000000007,87.54999999999957,0.1056,LOW,304.0,26.1,46.7
26.750000000000007,87.59999999999957,0.1025,LOW,270.0,26.1,46.7
26.750000000000007,87.64999999999957,0.1122,LOW,186.0,25.8,41.8
26.750000000000007,87.69999999999956,0.1076,LOW,299.0,25.8,41.8
26.750000000000007,87.74999999999956,0.0957,LOW,267.0,25.8,41.8
26.750000000000007,87.79999999999956,0.0968,LOW,286.0,25.8,41.8
26.750000000000007,87.84999999999955,0.1027,LOW,252.0,25.8,41.8
26.750000000000007,87.89999999999955,0.1079,LOW,230.0,25.5,49.3
26.750000000000007,87.94999999999955,0.0914,LOW,258.0,25.5,49.3
26.750000000000007,87.99999999999955,0.1055,LOW,258.0,25.5,49.3
26.750000000000007,88.04999999999954,0.0968,LOW,288.0,25.5,49.3
26.750000000000007,88.09999999999954,0.1101,LOW,405.0,25.5,49.3
26.750000000000007,88.14999999999954,0.1065,LOW,252.0,25.4,46.5
26.750000000000007,88.19999999999953,0.1346,LOW,212.0,25.4,46.5
26.800000000000008,84.39999999999975,0.0938,LOW,82.0,29.2,37.5
26.800000000000008,84.44999999999975,0.0974,LOW,81.0,29.2,37.5
26.800000000000008,85.44999999999969,0.0983,LOW,80.0,28.1,53.7
26.800000000000008,85.59999999999968,0.0951,LOW,77.0,28.1,53.7
26.800000000000008,85.74999999999967,0.0919,LOW,88.0,27.9,62.4
26.800000000000008,85.84999999999967,0.1103,LOW,91.0,27.9,62.4
26.800000000000008,85.99999999999966,0.0934,LOW,97.0,27.9,51.5
26.800000000000008,86.04999999999966,0.1035,LOW,99.0,27.9,51.5
26.800000000000008,86.29999999999964,0.1173,LOW,149.0,27.5,54.3
26.800000000000008,86.34999999999964,0.102,LOW,157.0,27.5,54.3
26.800000000000008,86.49999999999963,0.1149,LOW,208.0,26.4,47.6
26.800000000000008,86.54999999999963,0.1133,LOW,268.0,26.4,47.6
26.800000000000008,86.59999999999962,0.1007,LOW,329.0,26.4,47.6
26.800000000000008,86.74999999999962,0.095,LOW,268.0,26.8,47.6
26.800000000000008,86.79999999999961,0.1189,LOW,168.0,26.8,47.6
26.800000000000008,86.84999999999961,0.111,LOW,220.0,26.8,47.6
26.800000000000008,86.89999999999961,0.1131,LOW,128.0,26.5,56.2
26.800000000000008,86.9999999999996,0.0984,LOW,144.0,26.5,56.2
26.800000000000008,87.1499999999996,0.1378,LOW,124.0,26.1,46.7
26.800000000000008,87.19999999999959,0.0998,LOW,191.0,26.1,46.7
26.800000000000008,87.24999999999959,0.0974,LOW,274.0,26.1,46.7
26.800000000000008,87.34999999999958,0.0988,LOW,842.0,26.1,46.7
26.800000000000008,87.39999999999958,0.1074,LOW,750.0,26.1,46.7
26.800000000000008,87.44999999999958,0.1006,LOW,881.0,26.1,46.7
26.800000000000008,87.49999999999957,0.1055,LOW,611.0,26.1,46.7
26.800000000000008,87.54999999999957,0.1054,LOW,929.0,26.1,46.7
26.800000000000008,87.59999999999957,0.095,LOW,1185.0,26.1,46.7
26.800000000000008,87.64999999999957,0.1009,LOW,458.0,25.8,41.8
26.800000000000008,87.69999999999956,0.0963,LOW,432.0,25.8,41.8
26.800000000000008,87.74999999999956,0.1037,LOW,420.0,25.8,41.8
26.800000000000008,87.84999999999955,0.1055,LOW,491.0,25.8,41.8
26.800000000000008,87.89999999999955,0.1102,LOW,370.0,25.5,49.3
26.800000000000008,87.94999999999955,0.1131,LOW,577.0,25.5,49.3
26.800000000000008,87.99999999999955,0.1045,LOW,505.0,25.5,49.3
26.800000000000008,88.04999999999954,0.1086,LOW,835.0,25.5,49.3
