latitude,longitude,probability,risk_level,temp_C,rain_7d_mm
26.35,88.04999999999954,0.7056,VERY HIGH,26.6,1.2
26.500000000000004,86.74999999999962,0.0001,LOW,27.6,0.0
26.550000000000004,85.54999999999968,0.0039,LOW,28.6,0.0
26.600000000000005,84.44999999999975,0.0006,LOW,30.7,0.0
26.600000000000005,87.19999999999959,0.012,LOW,27.2,0.3
26.65000000000001,86.64999999999962,0.0001,LOW,27.3,0.0
26.700000000000006,84.39999999999975,0.0284,LOW,30.6,0.0
26.700000000000006,86.09999999999965,0.0006,LOW,28.1,0.0
26.700000000000006,87.54999999999957,0.0047,LOW,26.7,1.3
26.750000000000007,85.64999999999968,0.0018,LOW,28.4,0.0
26.90000000000001,83.4499999999998,0.0049,LOW,31.0,0.0
26.90000000000001,86.44999999999963,0.0387,LOW,24.5,0.0
26.90000000000001,87.19999999999959,0.0034,LOW,23.9,3.0
26.90000000000001,87.99999999999955,0.0115,LOW,23.6,5.8
26.95000000000001,84.94999999999972,0.0051,LOW,28.4,0.0
26.95000000000001,86.59999999999962,0.0886,LOW,22.3,1.5
26.95000000000001,87.34999999999958,0.048,LOW,20.7,15.1
26.95000000000001,88.09999999999954,0.0667,LOW,14.6,2.7
27.00000000000001,85.69999999999968,0.0037,LOW,27.4,0.0
27.00000000000001,86.59999999999962,0.0003,LOW,16.9,1.5
27.00000000000001,87.44999999999958,0.0081,LOW,22.0,15.1
27.10000000000001,87.44999999999958,0.0771,LOW,19.5,14.2
27.10000000000001,88.14999999999954,0.0255,LOW,13.3,2.7
27.150000000000013,85.3499999999997,0.0,LOW,28.0,0.0
27.150000000000013,86.09999999999965,0.0384,LOW,25.0,0.0
27.150000000000013,86.9499999999996,0.0276,LOW,16.4,8.6
27.150000000000013,87.79999999999956,0.0615,LOW,20.3,9.5
27.200000000000014,83.29999999999981,0.8936,VERY HIGH,30.1,0.0
27.200000000000014,85.44999999999969,0.0068,LOW,25.3,1.2
27.200000000000014,86.29999999999964,0.0381,LOW,21.4,7.2
27.200000000000014,87.0499999999996,0.07,LOW,14.3,9.3
27.200000000000014,87.79999999999956,0.0001,LOW,21.2,12.7
27.30000000000001,86.14999999999965,0.0001,LOW,21.6,8.5
27.30000000000001,86.89999999999961,0.8563,VERY HIGH,20.7,5.9
27.30000000000001,87.64999999999957,0.0582,LOW,15.5,1.4
27.350000000000016,82.44999999999986,0.0002,LOW,30.4,0.0
27.350000000000016,84.44999999999975,0.0731,LOW,28.7,0.0
27.350000000000016,85.14999999999971,0.064,LOW,25.8,1.2
27.350000000000016,85.94999999999966,0.0394,LOW,24.9,3.9
27.350000000000016,86.64999999999962,0.0192,LOW,19.1,9.5
27.350000000000016,87.34999999999958,0.0007,LOW,20.2,16.6
27.350000000000016,88.04999999999954,0.0056,LOW,12.9,7.1
27.400000000000016,84.19999999999976,0.0292,LOW,29.0,0.3
27.400000000000016,86.49999999999963,0.0013,LOW,17.7,8.7
27.400000000000016,87.24999999999959,0.2041,LOW,24.3,16.0
27.450000000000017,84.24999999999976,0.0269,LOW,26.5,0.0
27.450000000000017,86.64999999999962,0.0699,LOW,7.5,1.2
27.450000000000017,87.34999999999958,0.2435,LOW,20.8,16.0
27.450000000000017,88.04999999999954,0.0212,LOW,10.4,16.4
27.500000000000018,83.5999999999998,0.0013,LOW,29.6,0.0
27.500000000000018,86.69999999999962,0.0008,LOW,17.6,4.7
27.500000000000018,87.39999999999958,0.0,LOW,18.5,28.1
27.55000000000002,85.1999999999997,0.188,LOW,20.3,4.8
27.55000000000002,86.04999999999966,0.0278,LOW,20.7,5.8
27.55000000000002,86.79999999999961,0.1111,LOW,14.0,6.9
27.55000000000002,87.49999999999957,0.0023,LOW,10.9,4.5
27.60000000000002,82.69999999999985,0.0007,LOW,29.7,0.0
27.60000000000002,84.24999999999976,0.0079,LOW,28.9,0.3
27.60000000000002,85.2999999999997,0.0322,LOW,21.0,2.1
27.60000000000002,86.09999999999965,0.7154,VERY HIGH,18.3,5.0
27.60000000000002,86.79999999999961,0.0118,LOW,8.6,0.2
27.60000000000002,87.64999999999957,0.0597,LOW,10.3,46.6
27.65000000000002,82.59999999999985,0.0182,LOW,29.3,0.0
27.65000000000002,83.74999999999979,0.0476,LOW,24.1,2.4
27.65000000000002,87.39999999999958,0.0003,LOW,6.4,5.6
27.70000000000002,82.54999999999986,0.0055,LOW,28.0,0.0
27.70000000000002,83.29999999999981,0.0016,LOW,29.2,0.0
27.70000000000002,87.0499999999996,0.0,LOW,4.8,7.8
27.75000000000002,82.84999999999984,0.022,LOW,26.0,0.0
27.75000000000002,83.5499999999998,0.0127,LOW,25.1,0.0
27.75000000000002,85.04999999999971,0.001,LOW,23.0,5.4
27.800000000000026,82.29999999999987,0.0128,LOW,25.5,0.0
