latitude,longitude,probability,risk_level,temp_C,rain_7d_mm
26.500000000000004,86.69999999999962,0.0007,LOW,26.2,1.2
26.500000000000004,86.74999999999962,0.0001,LOW,26.2,1.2
26.500000000000004,87.0499999999996,0.0801,LOW,26.2,0.4
26.500000000000004,87.99999999999955,0.0032,LOW,25.5,4.1
26.500000000000004,88.04999999999954,0.0076,LOW,25.6,4.1
26.500000000000004,88.19999999999953,0.0059,LOW,25.6,5.4
26.550000000000004,80.64999999999996,0.0001,LOW,25.6,2.4
26.550000000000004,81.19999999999993,0.0002,LOW,25.9,2.7
26.550000000000004,81.94999999999989,0.9276,VERY HIGH,25.7,1.7
26.550000000000004,82.04999999999988,0.0754,LOW,25.7,1.7
26.550000000000004,82.09999999999988,0.1349,LOW,25.6,1.6
26.550000000000004,82.34999999999987,0.0052,LOW,25.6,1.2
26.550000000000004,83.14999999999982,0.0001,LOW,26.2,1.5
26.550000000000004,83.89999999999978,0.0133,LOW,26.6,1.8
26.550000000000004,84.49999999999974,0.0002,LOW,27.4,1.2
26.550000000000004,84.59999999999974,0.005,LOW,27.6,1.5
26.550000000000004,84.84999999999972,0.0289,LOW,27.5,1.5
26.550000000000004,84.89999999999972,0.0012,LOW,27.5,1.5
26.550000000000004,85.3499999999997,0.066,LOW,27.1,1.5
26.550000000000004,85.44999999999969,0.0258,LOW,26.8,1.5
26.550000000000004,85.54999999999968,0.0091,LOW,26.7,1.5
26.550000000000004,85.74999999999967,0.0291,LOW,26.8,0.6
26.550000000000004,85.84999999999967,0.0002,LOW,26.9,0.3
26.550000000000004,86.04999999999966,0.0105,LOW,26.6,0.9
26.550000000000004,86.49999999999963,0.0025,LOW,26.2,2.4
26.550000000000004,87.54999999999957,0.0018,LOW,25.7,3.3
26.550000000000004,87.99999999999955,0.0007,LOW,25.6,4.1
26.600000000000005,80.05,0.0052,LOW,24.7,6.9
26.600000000000005,80.94999999999995,0.004,LOW,25.7,2.4
26.600000000000005,81.14999999999993,0.7344,VERY HIGH,25.7,2.7
26.600000000000005,81.29999999999993,0.0904,LOW,25.9,2.5
26.600000000000005,81.6499999999999,0.0001,LOW,26.0,3.7
26.600000000000005,81.7499999999999,0.0076,LOW,26.0,2.0
26.600000000000005,81.94999999999989,0.0069,LOW,25.7,1.1
26.600000000000005,82.19999999999987,0.7111,VERY HIGH,25.7,1.5
26.600000000000005,82.54999999999986,0.0058,LOW,25.8,0.9
26.600000000000005,82.59999999999985,0.0029,LOW,25.9,0.9
26.600000000000005,82.79999999999984,0.0012,LOW,25.8,0.9
26.600000000000005,82.99999999999983,0.0024,LOW,26.1,1.5
26.600000000000005,83.09999999999982,0.0222,LOW,26.0,1.5
26.600000000000005,84.44999999999975,0.0033,LOW,27.3,1.2
26.600000000000005,84.74999999999973,0.0495,LOW,27.3,1.8
26.600000000000005,85.49999999999969,0.0004,LOW,26.8,2.1
26.600000000000005,85.64999999999968,0.0138,LOW,26.7,1.5
26.600000000000005,85.74999999999967,0.0172,LOW,26.7,1.5
26.600000000000005,86.79999999999961,0.0018,LOW,26.0,1.2
26.600000000000005,86.84999999999961,0.0015,LOW,25.9,1.2
26.600000000000005,87.19999999999959,0.0506,LOW,25.9,2.7
26.600000000000005,87.39999999999958,0.0005,LOW,25.7,2.4
26.600000000000005,87.54999999999957,0.0006,LOW,25.5,2.6
26.600000000000005,87.89999999999955,0.0056,LOW,25.4,9.4
26.600000000000005,88.04999999999954,0.0046,LOW,25.0,9.4
26.600000000000005,88.19999999999953,0.0023,LOW,25.0,8.3
26.65000000000001,80.54999999999997,0.0716,LOW,25.2,9.1
26.65000000000001,80.69999999999996,0.1176,LOW,25.5,3.1
26.65000000000001,81.04999999999994,0.8664,VERY HIGH,25.7,2.4
26.65000000000001,81.29999999999993,0.0045,LOW,25.9,2.5
26.65000000000001,81.39999999999992,0.0049,LOW,25.9,4.0
26.65000000000001,81.94999999999989,0.0031,LOW,25.7,1.1
26.65000000000001,82.09999999999988,0.5217,HIGH,25.7,0.9
26.65000000000001,82.64999999999985,0.0024,LOW,25.9,0.9
26.65000000000001,82.84999999999984,0.0024,LOW,26.0,1.3
26.65000000000001,83.5999999999998,0.0143,LOW,26.6,1.5
26.65000000000001,84.99999999999972,0.0088,LOW,27.0,1.5
26.65000000000001,85.2999999999997,0.001,LOW,26.9,1.5
26.65000000000001,85.54999999999968,0.9485,VERY HIGH,26.7,2.1
26.65000000000001,85.89999999999966,0.0006,LOW,26.7,1.2
26.65000000000001,86.89999999999961,0.0024,LOW,25.8,1.2
26.65000000000001,87.49999999999957,0.0074,LOW,25.2,2.6
26.65000000000001,87.59999999999957,0.001,LOW,25.7,2.6
26.65000000000001,87.79999999999956,0.0006,LOW,25.1,3.8
26.65000000000001,88.04999999999954,0.0006,LOW,24.9,9.4
26.65000000000001,88.09999999999954,0.0009,LOW,25.2,9.2
26.700000000000006,80.44999999999997,0.0019,LOW,25.4,3.7
26.700000000000006,80.49999999999997,0.0029,LOW,25.5,3.7
26.700000000000006,80.54999999999997,0.1753,LOW,25.4,3.7
26.700000000000006,81.04999999999994,0.0001,LOW,25.6,3.2
26.700000000000006,81.19999999999993,0.9495,VERY HIGH,25.9,2.6
26.700000000000006,81.6999999999999,0.0029,LOW,25.7,2.4
26.700000000000006,81.7499999999999,0.0169,LOW,25.8,2.4
26.700000000000006,82.14999999999988,0.9548,VERY HIGH,25.7,0.9
26.700000000000006,82.39999999999986,0.0006,LOW,25.8,0.9
26.700000000000006,84.14999999999976,0.0006,LOW,27.0,1.2
26.700000000000006,84.29999999999976,0.001,LOW,27.1,1.5
26.700000000000006,84.49999999999974,0.0043,LOW,27.5,1.5
26.700000000000006,84.89999999999972,0.0023,LOW,27.1,1.8
26.700000000000006,84.99999999999972,0.0034,LOW,27.0,1.5
26.700000000000006,85.1999999999997,0.003,LOW,26.8,1.5
26.700000000000006,85.3999999999997,0.0004,LOW,26.9,2.1
26.700000000000006,85.59999999999968,0.0649,LOW,26.7,3.0
26.700000000000006,85.74999999999967,0.5002,HIGH,26.6,1.5
26.700000000000006,85.79999999999967,0.0559,LOW,26.6,1.5
26.700000000000006,85.84999999999967,0.0491,LOW,26.2,1.5
26.700000000000006,85.99999999999966,0.0108,LOW,26.3,1.8
26.700000000000006,86.04999999999966,0.0049,LOW,26.3,1.8
26.700000000000006,86.09999999999965,0.0005,LOW,26.2,2.1
26.700000000000006,86.59999999999962,0.0053,LOW,25.3,1.2
26.700000000000006,86.79999999999961,0.1145,LOW,24.7,6.6
26.700000000000006,86.84999999999961,0.2049,LOW,23.9,6.6
26.700000000000006,87.29999999999959,0.0012,LOW,25.5,13.2
26.700000000000006,87.34999999999958,0.0013,LOW,27.1,5.4
26.700000000000006,87.49999999999957,0.0634,LOW,25.7,5.4
26.700000000000006,87.59999999999957,0.2825,LOW,25.8,4.4
26.700000000000006,87.89999999999955,0.1444,LOW,23.4,10.2
26.700000000000006,88.04999999999954,0.0053,LOW,24.7,9.4
26.700000000000006,88.09999999999954,0.0001,LOW,24.9,9.2
26.700000000000006,88.14999999999954,0.0063,LOW,24.9,9.2
26.750000000000007,80.14999999999999,0.0013,LOW,25.5,3.8
26.750000000000007,80.44999999999997,0.0161,LOW,25.4,3.7
26.750000000000007,80.49999999999997,0.0062,LOW,25.4,3.7
26.750000000000007,80.59999999999997,0.0177,LOW,25.4,3.7
26.750000000000007,80.64999999999996,0.0073,LOW,25.4,3.7
26.750000000000007,80.84999999999995,0.0013,LOW,25.6,3.2
26.750000000000007,80.89999999999995,0.013,LOW,25.6,3.2
26.750000000000007,80.99999999999994,0.0001,LOW,25.6,3.2
26.750000000000007,81.14999999999993,0.0023,LOW,25.7,2.7
26.750000000000007,82.04999999999988,0.0055,LOW,25.6,0.6
26.750000000000007,82.14999999999988,0.0002,LOW,25.7,0.9
26.750000000000007,83.04999999999983,0.0145,LOW,26.0,1.5
26.750000000000007,84.19999999999976,0.0023,LOW,27.0,0.0
26.750000000000007,84.69999999999973,0.9301,VERY HIGH,27.1,0.7
26.750000000000007,85.44999999999969,0.0008,LOW,26.6,3.1
26.750000000000007,85.64999999999968,0.0021,LOW,26.6,4.3
26.750000000000007,85.84999999999967,0.0044,LOW,26.2,3.9
26.750000000000007,86.14999999999965,0.0006,LOW,26.1,3.9
26.750000000000007,86.24999999999964,0.7364,VERY HIGH,26.2,3.5
26.750000000000007,86.39999999999964,0.0007,LOW,25.5,2.7
26.750000000000007,86.49999999999963,0.0168,LOW,25.6,2.7
26.750000000000007,86.59999999999962,0.0006,LOW,26.3,1.5
26.750000000000007,86.64999999999962,0.0333,LOW,25.9,1.5
26.750000000000007,86.69999999999962,0.4204,MEDIUM,24.9,2.3
26.750000000000007,86.74999999999962,0.0053,LOW,25.0,2.3
26.750000000000007,86.79999999999961,0.0154,LOW,25.0,2.3
26.750000000000007,86.89999999999961,0.0443,LOW,24.6,2.3
26.750000000000007,87.0999999999996,0.0387,LOW,25.2,8.4
26.750000000000007,87.24999999999959,0.0024,LOW,25.2,15.9
26.750000000000007,87.54999999999957,0.0056,LOW,25.2,11.2
26.750000000000007,87.69999999999956,0.006,LOW,23.8,6.3
26.750000000000007,87.74999999999956,0.1341,LOW,24.1,6.3
26.750000000000007,87.89999999999955,0.331,MEDIUM,24.4,9.1
26.750000000000007,88.04999999999954,0.0784,LOW,27.2,6.7
26.750000000000007,88.09999999999954,0.0083,LOW,23.1,23.8
26.750000000000007,88.14999999999954,0.0028,LOW,24.1,23.8
26.750000000000007,88.19999999999953,0.0054,LOW,25.1,22.2
26.800000000000008,80.0,0.0151,LOW,24.6,1.2
26.800000000000008,80.54999999999997,0.9685,VERY HIGH,25.4,2.6
26.800000000000008,80.59999999999997,0.0064,LOW,25.4,2.6
26.800000000000008,80.64999999999996,0.9616,VERY HIGH,25.4,2.6
26.800000000000008,80.69999999999996,0.0089,LOW,25.3,2.8
26.800000000000008,80.79999999999995,0.402,MEDIUM,25.3,2.8
26.800000000000008,80.94999999999995,0.1847,LOW,25.4,2.1
26.800000000000008,81.04999999999994,0.0001,LOW,25.5,2.1
26.800000000000008,82.04999999999988,0.0002,LOW,25.6,0.9
26.800000000000008,84.29999999999976,0.0006,LOW,27.3,0.0
26.800000000000008,84.39999999999975,0.0044,LOW,27.6,0.3
26.800000000000008,85.44999999999969,0.0023,LOW,26.8,3.1
26.800000000000008,85.59999999999968,0.0054,LOW,26.9,4.3
26.800000000000008,85.99999999999966,0.0057,LOW,26.5,3.6
26.800000000000008,86.04999999999966,0.0012,LOW,26.5,3.6
26.800000000000008,86.49999999999963,0.0001,LOW,25.3,2.7
26.800000000000008,86.74999999999962,0.1167,LOW,24.6,2.3
26.800000000000008,86.79999999999961,0.0042,LOW,25.5,2.3
26.800000000000008,86.84999999999961,0.0128,LOW,24.0,2.3
26.800000000000008,86.89999999999961,0.0001,LOW,24.9,2.3
26.800000000000008,86.9999999999996,0.0023,LOW,26.1,8.5
26.800000000000008,87.1499999999996,0.0364,LOW,25.3,8.4
26.800000000000008,87.19999999999959,0.0234,LOW,25.5,15.9
26.800000000000008,87.24999999999959,0.0007,LOW,24.9,15.9
26.800000000000008,87.34999999999958,0.0623,LOW,23.2,13.6
26.800000000000008,87.39999999999958,0.7565,VERY HIGH,24.0,13.6
26.800000000000008,87.44999999999958,0.0459,LOW,21.5,11.2
26.800000000000008,87.49999999999957,0.5423,HIGH,23.8,11.2
26.800000000000008,87.54999999999957,0.0339,LOW,21.0,23.8
26.800000000000008,87.64999999999957,0.1267,LOW,24.1,6.3
26.800000000000008,87.84999999999955,0.0134,LOW,22.5,9.1
26.800000000000008,87.99999999999955,0.0149,LOW,25.6,6.7
26.800000000000008,88.04999999999954,0.0223,LOW,23.4,6.7
26.800000000000008,88.09999999999954,0.0361,LOW,20.2,23.8
26.800000000000008,88.14999999999954,0.0735,LOW,21.1,23.8
26.85000000000001,80.1,0.0003,LOW,25.0,2.1
26.85000000000001,80.64999999999996,0.0161,LOW,25.2,2.2
26.85000000000001,80.74999999999996,0.013,LOW,25.3,2.7
26.85000000000001,81.34999999999992,0.0023,LOW,25.6,2.3
26.85000000000001,82.59999999999985,0.0104,LOW,25.8,0.9
26.85000000000001,83.04999999999983,0.0006,LOW,26.2,1.0
26.85000000000001,83.34999999999981,0.0002,LOW,26.5,1.7
26.85000000000001,83.3999999999998,0.0006,LOW,26.4,1.7
26.85000000000001,83.84999999999978,0.0073,LOW,26.7,0.6
26.85000000000001,84.14999999999976,0.0007,LOW,27.0,0.9
26.85000000000001,84.29999999999976,0.0008,LOW,27.2,0.1
26.85000000000001,84.34999999999975,0.0962,LOW,27.4,0.4
26.85000000000001,84.54999999999974,0.0004,LOW,27.2,0.5
26.85000000000001,84.74999999999973,0.0074,LOW,27.1,1.2
26.85000000000001,84.79999999999973,0.0568,LOW,27.1,1.2
26.85000000000001,85.14999999999971,0.0029,LOW,26.9,2.3
26.85000000000001,86.14999999999965,0.0003,LOW,25.7,3.4
26.85000000000001,86.24999999999964,0.0002,LOW,26.1,2.0
26.85000000000001,86.39999999999964,0.0061,LOW,25.3,2.4
26.85000000000001,86.59999999999962,0.0055,LOW,26.8,1.0
26.85000000000001,86.69999999999962,0.1416,LOW,23.6,2.0
26.85000000000001,86.84999999999961,0.1142,LOW,24.0,2.9
26.85000000000001,86.89999999999961,0.0462,LOW,24.5,2.9
26.85000000000001,87.0999999999996,0.0792,LOW,23.2,5.7
26.85000000000001,87.29999999999959,0.0081,LOW,21.4,19.1
26.85000000000001,87.34999999999958,0.0011,LOW,19.2,19.1
26.85000000000001,87.39999999999958,0.1969,LOW,20.1,19.1
26.85000000000001,87.44999999999958,0.1255,LOW,18.3,23.8
26.85000000000001,87.49999999999957,0.2234,LOW,18.4,23.8
26.85000000000001,87.54999999999957,0.1113,LOW,16.9,23.8
