latitude,longitude,probability,risk_level,temp_C,rain_7d_mm
26.35,88.04999999999954,0.6913,HIGH,26.3,0.0
26.500000000000004,86.74999999999962,0.0,LOW,26.7,0.0
26.550000000000004,85.54999999999968,0.0042,LOW,27.8,0.0
26.600000000000005,84.44999999999975,0.0006,LOW,29.8,0.0
26.600000000000005,87.19999999999959,0.0099,LOW,26.6,0.0
26.65000000000001,86.64999999999962,0.0001,LOW,26.2,0.0
26.700000000000006,84.39999999999975,0.0286,LOW,29.7,0.0
26.700000000000006,86.09999999999965,0.0005,LOW,27.2,0.0
26.85000000000001,86.79999999999961,0.0097,LOW,24.0,0.0
26.85000000000001,87.59999999999957,0.0435,LOW,17.8,0.0
26.90000000000001,83.4499999999998,0.0053,LOW,30.0,0.0
26.90000000000001,86.44999999999963,0.0376,LOW,23.8,0.0
26.90000000000001,87.19999999999959,0.0031,LOW,23.5,0.3
26.90000000000001,87.99999999999955,0.0104,LOW,23.4,0.3
26.95000000000001,84.94999999999972,0.0042,LOW,27.8,0.0
26.95000000000001,86.59999999999962,0.0656,LOW,21.4,0.0
26.95000000000001,87.34999999999958,0.0626,LOW,20.3,0.9
26.95000000000001,88.09999999999954,0.0796,LOW,13.5,7.1
27.10000000000001,84.54999999999974,0.0018,LOW,28.8,0.0
27.10000000000001,85.79999999999967,0.0052,LOW,26.1,0.0
27.10000000000001,86.49999999999963,0.0036,LOW,22.3,0.6
27.10000000000001,87.44999999999958,0.1018,LOW,19.0,1.8
27.10000000000001,88.14999999999954,0.0247,LOW,12.3,5.3
27.150000000000013,85.3499999999997,0.0,LOW,26.9,0.0
27.150000000000013,86.09999999999965,0.0393,LOW,24.6,0.0
27.150000000000013,86.9499999999996,0.034,LOW,15.5,1.5
27.150000000000013,87.79999999999956,0.0538,LOW,19.9,2.1
27.200000000000014,83.29999999999981,0.9012,VERY HIGH,29.3,0.0
27.25000000000001,87.49999999999957,0.0336,LOW,17.5,0.9
27.25000000000001,88.19999999999953,0.5405,HIGH,8.9,1.6
27.30000000000001,84.44999999999975,0.0,LOW,28.2,0.0
27.30000000000001,85.3999999999997,0.0132,LOW,25.9,0.0
27.30000000000001,86.14999999999965,0.0001,LOW,20.8,1.2
27.30000000000001,86.89999999999961,0.8448,VERY HIGH,20.0,0.6
27.30000000000001,87.64999999999957,0.0659,LOW,14.6,0.1
27.350000000000016,82.44999999999986,0.0002,LOW,29.2,0.0
27.350000000000016,84.44999999999975,0.0697,LOW,28.2,0.0
27.350000000000016,85.14999999999971,0.069,LOW,25.0,0.0
27.400000000000016,85.74999999999967,0.0466,LOW,18.3,0.3
27.400000000000016,86.49999999999963,0.002,LOW,16.9,0.5
27.400000000000016,87.24999999999959,0.1972,LOW,24.2,9.0
27.450000000000017,85.09999999999971,0.0084,LOW,23.3,0.0
27.450000000000017,88.04999999999954,0.0206,LOW,9.3,23.0
27.500000000000018,83.5999999999998,0.0013,LOW,28.4,0.0
27.500000000000018,84.49999999999974,0.031,LOW,26.2,0.0
27.500000000000018,85.2499999999997,0.0057,LOW,25.5,0.0
27.500000000000018,85.99999999999966,0.0274,LOW,21.2,0.3
27.500000000000018,86.69999999999962,0.0007,LOW,16.7,0.3
27.500000000000018,87.39999999999958,0.0,LOW,17.8,25.3
27.55000000000002,82.24999999999987,0.0021,LOW,28.9,0.0
27.55000000000002,84.44999999999975,0.0024,LOW,27.9,0.0
27.55000000000002,85.1999999999997,0.1727,LOW,19.7,0.0
27.55000000000002,87.49999999999957,0.0018,LOW,10.0,5.0
27.60000000000002,82.69999999999985,0.0006,LOW,28.9,0.0
27.60000000000002,84.24999999999976,0.0052,LOW,27.9,0.0
27.60000000000002,85.2999999999997,0.0397,LOW,20.1,0.1
27.60000000000002,86.79999999999961,0.0135,LOW,7.5,0.8
27.65000000000002,82.59999999999985,0.0189,LOW,28.4,0.0
27.65000000000002,87.39999999999958,0.0003,LOW,5.0,10.3
27.70000000000002,82.54999999999986,0.0069,LOW,26.8,0.0
27.70000000000002,83.29999999999981,0.0015,LOW,28.1,0.0
27.70000000000002,84.04999999999977,0.049,LOW,27.0,0.0
27.70000000000002,85.09999999999971,0.0542,LOW,17.3,0.1
