latitude,longitude,probability,risk_level
26.35,88.04999999999954,0.5611,HIGH
26.35,88.09999999999954,0.5756,HIGH
26.35,88.19999999999953,0.5912,HIGH
26.450000000000003,88.14999999999954,0.5869,HIGH
26.500000000000004,85.04999999999971,0.8102,VERY HIGH
26.500000000000004,85.2499999999997,0.7058,VERY HIGH
26.500000000000004,85.2999999999997,0.6871,HIGH
26.500000000000004,85.64999999999968,0.4011,HIGH
26.500000000000004,85.94999999999966,0.6453,HIGH
26.500000000000004,86.09999999999965,0.7276,VERY HIGH
26.500000000000004,86.14999999999965,0.6155,HIGH
26.500000000000004,86.24999999999964,0.5866,HIGH
26.500000000000004,86.64999999999962,0.3422,MEDIUM
26.500000000000004,86.69999999999962,0.3176,MEDIUM
26.500000000000004,86.74999999999962,0.3411,MEDIUM
26.500000000000004,87.0499999999996,0.7997,VERY HIGH
26.500000000000004,87.24999999999959,0.6975,HIGH
26.500000000000004,87.29999999999959,0.6159,HIGH
26.500000000000004,87.54999999999957,0.6758,HIGH
26.500000000000004,87.94999999999955,0.7136,VERY HIGH
26.500000000000004,87.99999999999955,0.6875,HIGH
26.500000000000004,88.04999999999954,0.6422,HIGH
26.500000000000004,88.19999999999953,0.5869,HIGH
26.550000000000004,84.59999999999974,0.7373,VERY HIGH
26.550000000000004,84.84999999999972,0.2847,LOW
26.550000000000004,84.89999999999972,0.468,HIGH
26.550000000000004,85.3499999999997,0.7168,VERY HIGH
26.550000000000004,85.44999999999969,0.4056,HIGH
26.550000000000004,85.54999999999968,0.5858,HIGH
26.550000000000004,85.74999999999967,0.6218,HIGH
26.550000000000004,85.84999999999967,0.2176,LOW
26.550000000000004,86.04999999999966,0.5912,HIGH
26.550000000000004,86.09999999999965,0.4111,HIGH
26.550000000000004,86.34999999999964,0.3432,MEDIUM
26.550000000000004,86.49999999999963,0.6967,HIGH
26.550000000000004,87.39999999999958,0.6335,HIGH
26.550000000000004,87.54999999999957,0.6043,HIGH
26.550000000000004,87.59999999999957,0.5938,HIGH
26.550000000000004,87.69999999999956,0.4223,HIGH
26.550000000000004,87.99999999999955,0.5852,HIGH
26.550000000000004,88.04999999999954,0.3341,MEDIUM
26.550000000000004,88.19999999999953,0.5827,HIGH
26.600000000000005,84.44999999999975,0.3512,MEDIUM
26.600000000000005,84.74999999999973,0.6443,HIGH
26.600000000000005,84.89999999999972,0.576,HIGH
26.600000000000005,84.94999999999972,0.3977,MEDIUM
26.600000000000005,85.1999999999997,0.59,HIGH
26.600000000000005,85.49999999999969,0.4182,HIGH
26.600000000000005,85.64999999999968,0.6376,HIGH
26.600000000000005,85.74999999999967,0.6467,HIGH
26.600000000000005,85.79999999999967,0.3993,MEDIUM
26.600000000000005,85.89999999999966,0.3702,MEDIUM
26.600000000000005,86.09999999999965,0.5517,HIGH
26.600000000000005,86.14999999999965,0.357,MEDIUM
26.600000000000005,86.79999999999961,0.4025,HIGH
26.600000000000005,86.84999999999961,0.4025,HIGH
26.600000000000005,87.19999999999959,0.4088,HIGH
26.600000000000005,87.39999999999958,0.3979,MEDIUM
26.600000000000005,87.54999999999957,0.3718,MEDIUM
26.600000000000005,87.89999999999955,0.508,HIGH
26.600000000000005,88.04999999999954,0.6029,HIGH
26.600000000000005,88.19999999999953,0.7469,VERY HIGH
26.65000000000001,84.24999999999976,0.313,MEDIUM
26.65000000000001,84.34999999999975,0.5725,HIGH
26.65000000000001,84.64999999999974,0.4708,HIGH
26.65000000000001,84.99999999999972,0.6882,HIGH
26.65000000000001,85.2999999999997,0.4177,HIGH
26.65000000000001,85.3999999999997,0.5392,HIGH
26.65000000000001,85.54999999999968,0.5694,HIGH
26.65000000000001,85.89999999999966,0.1856,LOW
26.65000000000001,86.64999999999962,0.1934,LOW
26.65000000000001,86.74999999999962,0.6496,HIGH
26.65000000000001,86.84999999999961,0.571,HIGH
26.65000000000001,86.89999999999961,0.3548,MEDIUM
26.65000000000001,87.34999999999958,0.401,HIGH
26.65000000000001,87.39999999999958,0.4092,HIGH
26.65000000000001,87.49999999999957,0.4169,HIGH
26.65000000000001,87.59999999999957,0.342,MEDIUM
26.65000000000001,87.79999999999956,0.4234,HIGH
26.65000000000001,88.04999999999954,0.5932,HIGH
26.65000000000001,88.09999999999954,0.5932,HIGH
26.700000000000006,84.14999999999976,0.3107,MEDIUM
26.700000000000006,84.29999999999976,0.3085,MEDIUM
26.700000000000006,84.34999999999975,0.3536,MEDIUM
26.700000000000006,84.39999999999975,0.2831,LOW
26.700000000000006,84.49999999999974,0.578,HIGH
26.700000000000006,84.54999999999974,0.617,HIGH
26.700000000000006,84.64999999999974,0.6443,HIGH
26.700000000000006,84.89999999999972,0.3086,MEDIUM
26.700000000000006,84.99999999999972,0.4139,HIGH
26.700000000000006,85.1999999999997,0.5563,HIGH
26.700000000000006,85.3999999999997,0.4598,HIGH
26.700000000000006,85.59999999999968,0.5358,HIGH
26.700000000000006,85.74999999999967,0.5265,HIGH
26.700000000000006,85.79999999999967,0.6362,HIGH
26.700000000000006,85.84999999999967,0.5946,HIGH
26.700000000000006,85.99999999999966,0.4011,HIGH
26.700000000000006,86.04999999999966,0.5677,HIGH
26.700000000000006,86.09999999999965,0.3753,MEDIUM
26.700000000000006,86.59999999999962,0.4168,HIGH
26.700000000000006,86.64999999999962,0.6154,HIGH
26.700000000000006,86.69999999999962,0.7683,VERY HIGH
26.700000000000006,86.74999999999962,0.7527,VERY HIGH
26.700000000000006,86.79999999999961,0.7361,VERY HIGH
26.700000000000006,86.84999999999961,0.6926,HIGH
26.700000000000006,86.89999999999961,0.6297,HIGH
26.700000000000006,86.9999999999996,0.5083,HIGH
26.700000000000006,87.29999999999959,0.4258,HIGH
26.700000000000006,87.34999999999958,0.6527,HIGH
26.700000000000006,87.39999999999958,0.6142,HIGH
26.700000000000006,87.44999999999958,0.6882,HIGH
26.700000000000006,87.49999999999957,0.7251,VERY HIGH
26.700000000000006,87.54999999999957,0.6249,HIGH
26.700000000000006,87.59999999999957,0.675,HIGH
26.700000000000006,87.79999999999956,0.6284,HIGH
26.700000000000006,87.84999999999955,0.7071,VERY HIGH
26.700000000000006,87.89999999999955,0.6017,HIGH
26.700000000000006,88.04999999999954,0.7467,VERY HIGH
26.700000000000006,88.09999999999954,0.6414,HIGH
26.700000000000006,88.14999999999954,0.67,HIGH
26.750000000000007,83.84999999999978,0.3164,MEDIUM
26.750000000000007,84.19999999999976,0.4344,HIGH
26.750000000000007,84.39999999999975,0.5142,HIGH
26.750000000000007,84.64999999999974,0.6144,HIGH
26.750000000000007,84.69999999999973,0.5229,HIGH
26.750000000000007,85.44999999999969,0.4643,HIGH
26.750000000000007,85.64999999999968,0.5096,HIGH
26.750000000000007,85.84999999999967,0.4609,HIGH
26.750000000000007,86.14999999999965,0.3992,MEDIUM
26.750000000000007,86.24999999999964,0.4115,HIGH
26.750000000000007,86.39999999999964,0.3638,MEDIUM
26.750000000000007,86.49999999999963,0.3816,MEDIUM
26.750000000000007,86.59999999999962,0.4319,HIGH
26.750000000000007,86.64999999999962,0.6391,HIGH
26.750000000000007,86.69999999999962,0.5825,HIGH
26.750000000000007,86.74999999999962,0.5919,HIGH
26.750000000000007,86.79999999999961,0.6313,HIGH
26.750000000000007,86.84999999999961,0.5225,HIGH
26.750000000000007,86.89999999999961,0.4965,HIGH
26.750000000000007,86.9499999999996,0.3868,MEDIUM
26.750000000000007,86.9999999999996,0.4,MEDIUM
26.750000000000007,87.0999999999996,0.3929,MEDIUM
26.750000000000007,87.24999999999959,0.6086,HIGH
26.750000000000007,87.29999999999959,0.7419,VERY HIGH
26.750000000000007,87.34999999999958,0.7214,VERY HIGH
26.750000000000007,87.54999999999957,0.5119,HIGH
26.750000000000007,87.59999999999957,0.4649,HIGH
26.750000000000007,87.64999999999957,0.4141,HIGH
26.750000000000007,87.69999999999956,0.4448,HIGH
26.750000000000007,87.74999999999956,0.642,HIGH
26.750000000000007,87.79999999999956,0.5818,HIGH
26.750000000000007,87.84999999999955,0.5646,HIGH
26.750000000000007,87.89999999999955,0.4633,HIGH
26.750000000000007,87.94999999999955,0.7276,VERY HIGH
26.750000000000007,87.99999999999955,0.5219,HIGH
26.750000000000007,88.04999999999954,0.364,MEDIUM
26.750000000000007,88.09999999999954,0.3155,MEDIUM
26.750000000000007,88.14999999999954,0.3299,MEDIUM
26.750000000000007,88.19999999999953,0.3493,MEDIUM
26.800000000000008,83.4499999999998,0.3007,MEDIUM
26.800000000000008,84.29999999999976,0.1569,LOW
26.800000000000008,84.39999999999975,0.5786,HIGH
26.800000000000008,84.44999999999975,0.5622,HIGH
26.800000000000008,85.2999999999997,0.7015,VERY HIGH
