latitude,longitude,probability,risk_level,temp_C,rain_7d_mm
26.35,88.04999999999954,0.6309,HIGH,27.1,57.3
26.500000000000004,86.74999999999962,0.0001,LOW,28.3,22.5
26.550000000000004,85.54999999999968,0.0051,LOW,29.6,18.6
26.600000000000005,84.44999999999975,0.0007,LOW,31.4,11.4
26.600000000000005,87.19999999999959,0.0126,LOW,27.7,44.0
26.65000000000001,86.64999999999962,0.0,LOW,28.0,32.2
26.700000000000006,84.39999999999975,0.0291,LOW,31.0,18.0
26.700000000000006,86.09999999999965,0.0005,LOW,28.7,32.7
26.700000000000006,87.54999999999957,0.0029,LOW,27.3,45.1
26.750000000000007,85.64999999999968,0.0015,LOW,29.1,20.7
26.750000000000007,86.9999999999996,0.0003,LOW,28.0,46.6
26.750000000000007,87.99999999999955,0.0006,LOW,28.8,37.3
26.800000000000008,85.84999999999967,0.0021,LOW,28.8,25.4
26.800000000000008,87.19999999999959,0.0043,LOW,27.3,49.1
26.95000000000001,84.94999999999972,0.0055,LOW,29.6,14.1
26.95000000000001,86.59999999999962,0.0994,LOW,22.9,27.6
26.95000000000001,87.34999999999958,0.044,LOW,21.8,33.4
26.95000000000001,88.09999999999954,0.0728,LOW,16.2,13.4
27.00000000000001,85.69999999999968,0.0051,LOW,28.6,13.2
27.00000000000001,86.59999999999962,0.0006,LOW,17.5,27.6
27.00000000000001,87.44999999999958,0.0076,LOW,23.1,33.4
27.00000000000001,88.14999999999954,0.0595,LOW,17.1,13.4
27.05000000000001,85.3999999999997,0.9408,VERY HIGH,28.9,17.4
27.05000000000001,86.39999999999964,0.0213,LOW,26.6,29.5
27.05000000000001,87.0999999999996,0.0604,LOW,24.5,40.8
27.05000000000001,87.84999999999955,0.0907,LOW,16.1,18.5
27.10000000000001,84.54999999999974,0.0014,LOW,30.2,11.1
27.10000000000001,85.79999999999967,0.0077,LOW,28.1,15.4
27.200000000000014,85.44999999999969,0.0055,LOW,26.6,24.3
27.200000000000014,86.29999999999964,0.042,LOW,22.3,16.5
27.200000000000014,87.0499999999996,0.0667,LOW,15.6,27.3
27.200000000000014,87.79999999999956,0.0001,LOW,22.2,26.6
27.25000000000001,83.4499999999998,0.0038,LOW,31.5,3.3
27.25000000000001,85.14999999999971,0.0589,LOW,28.1,21.5
27.25000000000001,85.99999999999966,0.1625,LOW,21.3,22.2
27.25000000000001,86.79999999999961,0.0003,LOW,21.3,16.5
27.25000000000001,87.49999999999957,0.0744,LOW,18.8,19.2
27.25000000000001,88.19999999999953,0.3766,MEDIUM,11.7,2.7
27.30000000000001,84.44999999999975,0.0,LOW,29.8,13.2
27.30000000000001,85.3999999999997,0.0158,LOW,27.7,32.5
27.30000000000001,86.14999999999965,0.0001,LOW,22.2,15.5
27.30000000000001,86.89999999999961,0.8979,VERY HIGH,21.7,16.5
27.400000000000016,84.19999999999976,0.039,LOW,30.6,10.2
27.400000000000016,84.89999999999972,0.0039,LOW,27.6,17.8
27.400000000000016,85.74999999999967,0.0682,LOW,20.3,35.5
27.400000000000016,86.49999999999963,0.0012,LOW,19.0,27.3
27.400000000000016,87.24999999999959,0.1625,LOW,25.3,29.3
27.400000000000016,87.94999999999955,0.5476,HIGH,16.6,13.6
27.450000000000017,84.24999999999976,0.0491,LOW,27.8,13.8
27.450000000000017,85.09999999999971,0.0092,LOW,25.4,17.7
27.450000000000017,85.94999999999966,0.0059,LOW,21.5,14.6
27.450000000000017,86.64999999999962,0.0637,LOW,9.0,7.1
27.450000000000017,87.34999999999958,0.2381,LOW,21.8,29.3
27.450000000000017,88.04999999999954,0.0214,LOW,12.4,21.7
27.500000000000018,83.5999999999998,0.0015,LOW,31.1,7.5
27.500000000000018,84.49999999999974,0.0674,LOW,28.2,14.1
27.500000000000018,86.69999999999962,0.0009,LOW,19.1,9.8
27.55000000000002,82.24999999999987,0.0022,LOW,31.8,2.4
27.55000000000002,86.04999999999966,0.0394,LOW,22.0,14.6
27.55000000000002,86.79999999999961,0.1114,LOW,15.4,25.1
27.55000000000002,87.49999999999957,0.0019,LOW,12.7,10.1
27.60000000000002,86.79999999999961,0.0133,LOW,10.5,4.9
27.60000000000002,87.64999999999957,0.0619,LOW,12.3,32.9
