latitude,longitude,probability,risk_level,temp_C,rain_7d_mm
29.50000000000005,86.79999999999961,0.0003,LOW,1.5,0.9
29.50000000000005,88.19999999999953,0.0017,LOW,3.7,0.9
29.550000000000047,80.69999999999996,0.6572,HIGH,19.8,16.5
29.550000000000047,81.44999999999992,0.0138,LOW,18.6,10.5
29.550000000000047,82.14999999999988,0.0001,LOW,16.4,10.1
29.550000000000047,87.69999999999956,0.0003,LOW,1.5,3.9
29.600000000000048,81.29999999999993,0.0726,LOW,22.3,10.3
29.600000000000048,82.94999999999983,0.0005,LOW,3.7,0.0
29.600000000000048,84.54999999999974,0.0028,LOW,3.5,1.6
29.65000000000005,80.1,0.009,LOW,24.1,7.5
29.65000000000005,82.69999999999985,0.0001,LOW,6.9,0.0
29.65000000000005,84.04999999999977,0.0007,LOW,1.3,5.3
29.70000000000005,80.49999999999997,0.0417,LOW,20.5,10.3
29.70000000000005,82.04999999999988,0.0008,LOW,16.0,11.9
29.70000000000005,83.4999999999998,0.0069,LOW,1.5,0.6
29.70000000000005,86.29999999999964,0.0009,LOW,-2.7,26.3
29.70000000000005,87.69999999999956,0.0006,LOW,3.8,7.7
29.75000000000005,80.29999999999998,0.1109,LOW,23.8,8.2
29.75000000000005,81.04999999999994,0.0026,LOW,19.2,15.3
29.75000000000005,81.89999999999989,0.1279,LOW,10.7,10.0
29.75000000000005,83.29999999999981,0.0038,LOW,0.3,0.6
29.75000000000005,84.29999999999976,0.0067,LOW,2.1,0.3
29.75000000000005,86.44999999999963,0.0014,LOW,-4.7,13.3
29.75000000000005,88.19999999999953,0.002,LOW,-0.6,3.5
29.80000000000005,80.64999999999996,0.0001,LOW,23.9,10.3
29.80000000000005,81.7999999999999,0.0383,LOW,7.8,4.5
29.80000000000005,83.19999999999982,0.0011,LOW,0.3,0.6
29.80000000000005,84.44999999999975,0.0009,LOW,1.0,1.6
29.80000000000005,87.79999999999956,0.0005,LOW,-2.3,7.7
29.85000000000005,81.44999999999992,0.0015,LOW,4.4,9.8
29.85000000000005,83.99999999999977,0.0089,LOW,1.9,1.2
29.85000000000005,87.89999999999955,0.0005,LOW,0.0,2.1
29.90000000000005,80.49999999999997,0.036,LOW,19.7,8.6
29.90000000000005,85.84999999999967,0.0008,LOW,-0.9,0.6
29.90000000000005,87.64999999999957,0.0022,LOW,-0.1,5.8
29.950000000000053,80.29999999999998,0.0007,LOW,26.7,5.4
29.950000000000053,81.7499999999999,0.0005,LOW,1.5,6.4
29.950000000000053,83.5999999999998,0.0014,LOW,2.9,0.8
29.950000000000053,85.64999999999968,0.0006,LOW,-3.8,13.8
30.000000000000053,81.99999999999989,0.0001,LOW,6.4,14.9
30.000000000000053,83.24999999999982,0.0163,LOW,2.7,0.0
30.000000000000053,85.99999999999966,0.0021,LOW,-2.7,10.7
30.05000000000005,80.59999999999997,0.0004,LOW,16.9,8.2
30.05000000000005,82.69999999999985,0.001,LOW,-2.9,0.0
30.05000000000005,83.5999999999998,0.0068,LOW,0.8,0.8
30.10000000000005,82.94999999999983,0.001,LOW,1.8,0.0
30.10000000000005,84.54999999999974,0.0011,LOW,-0.2,9.0
30.10000000000005,86.39999999999964,0.0007,LOW,2.4,6.0
30.10000000000005,87.89999999999955,0.0007,LOW,-0.2,2.4
30.15000000000005,80.94999999999995,0.005,LOW,3.2,15.4
30.15000000000005,83.04999999999983,0.0009,LOW,1.7,0.0
30.15000000000005,84.94999999999972,0.0067,LOW,-2.4,2.2
30.15000000000005,87.19999999999959,0.0004,LOW,-1.3,3.1
30.200000000000056,80.19999999999999,0.0561,LOW,7.3,6.1
30.200000000000056,82.99999999999983,0.0007,LOW,3.2,0.0
30.200000000000056,84.69999999999973,0.0061,LOW,-3.0,0.8
30.200000000000056,86.79999999999961,0.004,LOW,-0.0,6.2
30.200000000000056,87.94999999999955,0.0027,LOW,1.0,8.1
30.250000000000057,82.84999999999984,0.0006,LOW,-1.7,0.1
30.250000000000057,87.69999999999956,0.0012,LOW,1.2,3.3
30.300000000000058,81.04999999999994,0.0115,LOW,0.7,6.5
30.300000000000058,85.49999999999969,0.0006,LOW,-0.5,4.6
30.35000000000006,80.44999999999997,0.006,LOW,1.0,6.3
30.35000000000006,84.44999999999975,0.0017,LOW,1.3,0.3
30.35000000000006,85.49999999999969,0.0034,LOW,0.6,1.3
